Country,Region-Geo,Continent,Region,Year,Leap Year,ChildrenPerWoman,CO2Emissions,DemocracyScore,IncomePerPerson,Incomeshareofpoorest10pct,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,Literacyrateadulttotal,Literacyrateyouthtotal,Longtermunemploymentrate,Medianage,MedicalDoctors,Murder,Murderedmen,Murderedwomen,Oilconsumptionperperson,Populationgrowth,Populationtotal,Populationdensity,Poverty,Ratioofgirlstoboysinprimaryandsecondaryeducation,Renewablewater,Residentialelectricityuseperperson,Suicideage15to29,Taxrevenue,Teenfertilityrate,TotalGDPUS,TotalhealthspendingperpersonUS,Tradebalance,Trafficdeaths,UrbanpopulationTotal,Urbanpopulationgrowth,YearlyCO2emission
New Zealand,Oceania,Oceania,East Asia & Pacific,1952,[1952],3.31918,4.681278599,10,21113.15131,,,27.3,,,69.39,,,,,,1.059907,0.9423153,1.235751,,,1992618,7.365,,,,,7.118641,,,,,,15.3076,,,9328
Nicaragua,America - Central,Central and South America,America,1952,[1952],7.158,0.20063576,-8,6224.727896,,,,,,41.975,,,,,,,,,,,1370643,10.543,,,,,,,168,,,,,,,275
Niger,Africa - Western,Africa,Sub-Saharan Africa,1952,[1952],6.878,,,1523.758752,,,,,,34.94,,,,,,,,,,,2609713,2.06,,,,,,,,,,,,,,
Nigeria,Africa - Western,Africa,Sub-Saharan Africa,1952,[1952],6.354,0.055650127,,1077.281856,,,,,,33.818,,,,,,,,,,,39203265,42.438,,,,,,,,,,,,,,2181.666667
Niue,Oceania,Oceania,East Asia & Pacific,1952,[1952],,,,,,,,,,,,,,,,,,,,,4686,18.023,,,,,,,,,,,,,,
North Korea,Asia - Eastern,Asia,East Asia & Pacific,1952,[1952],,0.0942018,,,,,,,,,,,,,,,,,,,,78.468,,,,,,,,,,,,,,891
Northern Mariana Islands,Oceania,Oceania,East Asia & Pacific,1952,[1952],,,,4599.831287,,,,,,,,,,,,,,,,,7222,15.565,,,,,,,,,,,,,,
Norway,Europe - Northern,Europe,Europe & Central Asia,1952,[1952],2.61,2.909334187,10,9126.134151,,,23.7,,,72.67,,,,,,0.3396994,0.3552376,0.3447149,,,3332263,8.652,,,,,4.094621,,,,,,5.542277,,,9694.666667
Oman,Asia - Western,Asia,Middle East & North Africa,1952,[1952],7.252,,-6,1828.230307,,,,,,35.6,,,,,,,,,,,472021,1.525,,,,,,,,,,,,,,
Pakistan,Asia - Southern,Asia,South Asia,1952,[1952],6.6,,5,684.5971438,,,255.2,,,37.838,,,,,,,,,,,38809200,48.749,,,,,,,,,,,,,,
Palau,Oceania,Oceania,East Asia & Pacific,1952,[1952],,,,10023.43893,,,,,,,,,,,,,,,,,7620,16.601,,,,,,,,,,,,,,
Panama,America - Central,Central and South America,America,1952,[1952],5.749,0.795471861,-1,2480.380334,,,82.1,,,56.53,,,,,,,,,,,903447,11.963,,,,,,,145.4,,,,,,,718.6666667
Papua New Guinea,Oceania,Oceania,East Asia & Pacific,1952,[1952],6.236,0.048165953,,997.9948459,,,,,,34.434,,,,,,,,,,,1750891,3.783,,,,,,,,,,,,,,84.33333333
Paraguay,America - South,Central and South America,America,1952,[1952],6.499,0.066185916,-5,1952.308701,,,65.1,,,62.68,,,,,,,,,,,1551186,3.814,,,,,,,97,,,,,,,102.6666667
Peru,America - South,Central and South America,America,1952,[1952],6.852,0.647350147,-2,3758.523437,,,174.2,,,43.674,,,,,,,,,,,8020389,6.24,,,,,,,129.9,,,,,,,5192
Philippines,Asia - South Eastern,Asia,East Asia & Pacific,1952,[1952],7.432,0.205353619,5,1272.880995,,,93.9,,,55.262,,,,,,,,,,,19748049,65.827,,,,,,,,,,,,,,4055.333333
Poland,Europe - Eastern,Europe,Europe & Central Asia,1952,[1952],3.648,4.944051463,-7,4029.329699,,,95,,,60.828,,,,,,,,,,,25919296,80.183,,,,,,,,,,,,,,128146.3333
Portugal,Europe - Southern,Europe,Europe & Central Asia,1952,[1952],3.097,0.632069038,-9,3068.319867,,,94,,,59.82,,,,,,,,,,,8475340,92.141,,,,,,,23.344,,,,,,,5357
Puerto Rico,America - Central,Central and South America,America,1952,[1952],4.979,,,3081.959785,,,66,,,63.034,,,,,,,,,,,2212854,249.336,,,,,,,,,,,,,,
Qatar,Asia - Western,Asia,Middle East & North Africa,1952,[1952],6.97,6.517097599,,6922.532856,,,,,,54.844,,,,,,,,,,,29819,2.711,,,,,,,,,,,,,,194.3333333
Romania,Europe - Eastern,Europe,Europe & Central Asia,1952,[1952],3.342195702,1.58135722,-7,3144.613186,,,105,,,60.962,,,,,,,,,,,16856828,70.711,,,,,,,,,,,,,,26656.66667
Russian Federation,Europe - Eastern,Europe,Europe & Central Asia,1952,[1952],2.848,,-9,5180.700203,,,,,,64.243,,,,,,,,,,,105950299,6.205,,,,,,,15.4,,,,,,,
Rwanda,Africa - Eastern,Africa,Sub-Saharan Africa,1952,[1952],7.983,,,493.3238752,,,,,,39.849,,,,,,,,,,,2187504,83.055,,,,,,,,,,,,,,
Saint Helena,Africa - Western,Africa,Sub-Saharan Africa,1952,[1952],,,,1661.422609,,,,,,,,,,,,,,,,,5009,,,,,,,,,,,,,,,
Saint Kitts and Nevis,America - Central,Central and South America,America,1952,[1952],,,,2275.58846,,,,,,,,,,,,,,,,,46509,,,,,,,,,,,,,,,
Saint Lucia,America - Central,Central and South America,America,1952,[1952],5.886,,,1516.180463,,,,,,52.313,,,,,,,,,,,84828,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,America - Central,Central and South America,America,1952,[1952],7.324,,,1743.067579,,,,,,50.702,,,,,,,,,,,69265,,,,,,,,,,,,,,,
Saint-Pierre-et-Miquelon,America - North,North America,America,1952,[1952],,,,,,,,,,,,,,,,,,,,,4634,,,,,,,,,,,,,,,
Samoa,Oceania,Oceania,East Asia & Pacific,1952,[1952],7.629,0.084866721,,2841.529218,,,,,,45.669,,,,,,,,,,,86410,30.523,,,,,,,,,,,,,,7.333333333
San Marino,Europe - Southern,Europe,Europe & Central Asia,1952,[1952],,,,10397.34477,,,,,,,,,,,,,,,,,13089,214.574,,,,,,,,,,,,,,
Sao Tome and Principe,Africa - Central,Africa,Sub-Saharan Africa,1952,[1952],6.202,0.062720949,,879.5835855,,,,,,46.159,,,,,,,,,,,58460,60.643,,,,,,,,,,,,,,3.666666667
Saudi Arabia,Asia - Western,Asia,Middle East & North Africa,1952,[1952],7.176,,-10,6459.554823,,,,,,41.699,,,,,,,,,,,3274903,1.523,,,,,,,,,,,,,,
Senegal,Africa - Western,Africa,Sub-Saharan Africa,1952,[1952],6.544,,,1450.356983,,,136.7,,,35.253,,,,,,,,,,,2513702,12.778,,,,,,,,,,,,,,
Serbia,Europe - Southern,Europe,Europe & Central Asia,1952,[1952],3.272,,-7,3581.459448,,,,,,58.873,,,,,,,,,,,6942216,78.567,,,,,,,,,,,,,,
Seychelles,Africa - Eastern,Africa,Sub-Saharan Africa,1952,[1952],5.01,,,4913.363077,,,81.6,,,57.852,,,,,,,,,,,37451,82.31,,,,,,,,,,,,,,
Sierra Leone,Africa - Western,Africa,Sub-Saharan Africa,1952,[1952],5.744,0.09230266,,879.7877358,,,,,,28.712,,,,,,,,,,,1946495,27.133,,,,,,,,,,,,,,179.6666667
Singapore,Asia - South Eastern,Asia,East Asia & Pacific,1952,[1952],6.62,,,2315.138227,,,70,,,59.818,,,,,,,,,,,1120282,1640.237,,,,,,,,,,,,,,
Slovak Republic,Europe - Eastern,Europe,Europe & Central Asia,1952,[1952],3.527,,-7,5074.659104,,,,,,64.36,,,,,,,,,,,3558070,72.565,,,,,,,52.504,,,,,,,
Slovenia,Europe - Southern,Europe,Europe & Central Asia,1952,[1952],2.61,,-7,4215.041741,,,,,,65.322,,,,,,,,,,,1497673,73.937,,,,,,,,,,,,,,
Solomon Islands,Oceania,Oceania,East Asia & Pacific,1952,[1952],6.4,0.033508798,,1016.106015,,,,,,45.135,,,,,,,,,,,109424,3.258,,,,,,,,,,,,,,3.666666667
Somalia,Africa - Eastern,Africa,Sub-Saharan Africa,1952,[1952],7.25,0.020165817,,1135.749842,,,,,,33.787,,,,,,,,,,,2363736,3.707,,,,,,,,,,,,,,47.66666667
South Africa,Africa - Southern,Africa,Sub-Saharan Africa,1952,[1952],6.31,4.953246619,4,4725.295531,,,,,,44.693,,,,,,,,,,,14322458,11.73,,,,,,,,,,,,,,70942.66667
South Sudan,Africa - Eastern,Africa,Sub-Saharan Africa,1952,[1952],6.645,,,1624.396805,,,,,,27.599,,,,,,,,,,,1961925,,,,,,,,,,,,,,,
Spain,Europe - Southern,Europe,Europe & Central Asia,1952,[1952],2.512,1.324117347,-7,3834.034742,,,72.8,,,64.94,,,,,,0.4399333,0.6237528,0.2694265,,,28427994,56.183,,,,,4.592174,,7.978,,,,3.305992,,,37642
Sri Lanka,Asia - Southern,Asia,South Asia,1952,[1952],5.8976,0.228313163,7,1083.53203,,,89.9,,,54.106,,,,,,4.700021,6.995971,1.906483,,,8495641,129.487,,,,,11.046569999999999,,,,,,3.779592,,,1939.666667
Sudan,Africa - Northern,Africa,Sub-Saharan Africa,1952,[1952],6.652,0.099509558,,1615.991129,,,,,,44.274,,,,,,,,,,,7627408,3.827,,,,,,,,,,,,,,759
Suriname,America - South,Central and South America,America,1952,[1952],6.559,1.165805742,,3344.637025,,,,,,55.694,,,,,,,,,,,229598,1.402,,,,,,,,,,,,,,267.6666667
Swaziland,Africa - Southern,Africa,Sub-Saharan Africa,1952,[1952],6.701,0.012850482,,1148.376626,,,155.2,,,41.209,,,,,,,,,,,285333,16.432,,,,,,,,,,,,,,3.666666667
Sweden,Europe - Northern,Europe,Europe & Central Asia,1952,[1952],2.238,4.847009031,10,9731.445092,,,20,,,71.86,,,,,,0.6711559,0.7865052,0.548695,,,7129070,15.844,,,,,8.613336,,,,,,10.9824,,,34554.66667
Switzerland,Europe - Western,Europe,Europe & Central Asia,1952,[1952],2.303,2.346719343,10,14734.23275,,,29.1,,,69.62,,,,,,1.182642,1.37386,1.038882,,,4788955,116,,,,,16.58536,,12.374,,,,15.1943,,,11238.33333
Taiwan,Asia - Eastern,Asia,East Asia & Pacific,1952,[1952],,0.74834308,-8,1468.233225,,,35,,,58.5,,,,,,,,,,,8550000,,,,,,,,53,,,,,,,6398.333333
Tajikistan,Asia - Central,Asia,Europe & Central Asia,1952,[1952],5.973,,-9,2265.293455,,,,,,52.834,,,,,,,,,,,1626400,11.365,,,,,,,,,,,,,,
Thailand,Asia - South Eastern,Asia,East Asia & Pacific,1952,[1952],6.137,0.05892141,-6,757.7974177,,,131.7,,,51.366,,,,,,,,,,,21718195,42.326,,,,,,,,,,,,,,1279.666667
Timor-Leste,Asia - South Eastern,Asia,East Asia & Pacific,1952,[1952],6.451,,,740.0984575,,,,,,29.708,,,,,,,,,,,443630,29.826,,,,,,,,,,,,,,
Togo,Africa - Western,Africa,Sub-Saharan Africa,1952,[1952],6.328,0.030493087,,859.8086567,,,185.9,,,34.963,,,,,,,,,,,1442950,25.411,,,,,,,,,,,,,,44
Tokelau,Oceania,Oceania,East Asia & Pacific,1952,[1952],,,,,,,,,,,,,,,,,,,,,1504,125.333,,,,,,,,,,,,,,
Tonga,Oceania,Oceania,East Asia & Pacific,1952,[1952],7.299,0.143304738,,1451.509902,,,,,,58.467,,,,,,,,,,,51173,78.728,,,,,,,,,,,,,,7.333333333
Trinidad and Tobago,America - Central,Central and South America,America,1952,[1952],5.294,4.231637402,,3023.271928,,,73.37302132,,,57.592,,,,,,5.637808,6.940784,4.291222,,,661131,128.875,,,,,5.699636,,,,,,2.020562,,,2797.666667
Tunisia,Africa - Northern,Africa,Middle East & North Africa,1952,[1952],6.73,0.394518577,,1468.475631,,,,,,38.611,,,,,,,,,,,3661847,22.382,,,,,,,,,,,,,,1444.666667
Turkey,Asia - Western,Asia,Europe & Central Asia,1952,[1952],6.636,0.465517015,7,2376.314083,,,167.14,,,40.758,,,,,,,,,,,22519048,28.739,,,,,,,,,,,,,,10483
Turkmenistan,Asia - Central,Asia,Europe & Central Asia,1952,[1952],6.004,,-9,3309.857704,,,,,,51.073,,,,,,,,,,,1252660,2.566,,,,,,,,,,,,,,
Turks and Caicos Islands,America - Central,Central and South America,America,1952,[1952],,,,3395.530348,,,,,,,,,,,,,,,,,4977,11.574,,,,,,,,,,,,,,
Tuvalu,Oceania,Oceania,East Asia & Pacific,1952,[1952],,,,1965.47671,,,,,,,,,,,,,,,,,5294,203.615,,,,,,,,,,,,,,
Uganda,Africa - Eastern,Africa,Sub-Saharan Africa,1952,[1952],6.896,0.026222923,,734.753484,,,,,,39.738,,,,,,,,,,,5453244,22.624,,,,,,,,,,,,,,143
Ukraine,Europe - Eastern,Europe,Europe & Central Asia,1952,[1952],2.814,,-9,3216.562643,,,,,,65.579,,,,,,,,,,,38410561,63.625,,,,,,,,,,,,,,
United Arab Emirates,Asia - Western,Asia,Middle East & North Africa,1952,[1952],6.968,,,4315.820359,,,,,,43.248,,,,,,,,,,,69504,0.831,,,,,,,,,,,,,,
United Kingdom,Europe - Western,Europe,Europe & Central Asia,1952,[1952],2.148,10.42878309,10,9979.508487,,,29,,,69.6,,,,,,0.4559619,0.4878557,0.4236856,,,50706811,208.756,,,,,3.326596,,21.3,,,,9.171255,,,528810.3333
United States of America,America - North,North America,America,1952,[1952],3.302,15.67051997,10,17039.3819,,,30.7,,,68.44,,,,,,5.288298,8.365354,2.374305,,,162530196,16.879,,,,,5.398469,,84.43,,,,24.97512,,,2546932.667
Uruguay,America - South,Central and South America,America,1952,[1952],2.72,1.381071663,8,5716.766744,,,51,,,66.007,,,,,,,,,,,2285906,13.061,,,,,,,59.5,,,,,,,3157
Uzbekistan,Asia - Central,Asia,Europe & Central Asia,1952,[1952],5.912,,-9,1187.740041,,,,,,55.548,,,,,,,,,,,6633911,14.828,,,,,,,,,,,,,,
Vanuatu,Oceania,Oceania,East Asia & Pacific,1952,[1952],7.623,,,1779.7189,,,123.8,,,41.643,,,,,,,,,,,50295,4.126,,,,,,,,,,,,,,
Venezuela,America - South,Central and South America,America,1952,[1952],6.46,9.225310667,-3,7689.799761,,,80.7,,,54.897,,,,,,,,,,,5504783,6.036,,,,,,,126.8,,,,,,,50783.33333
Vietnam,Asia - Southern,Asia,East Asia & Pacific,1952,[1952],5.313,,,605.0664917,,,,,,53.129,,,,,,,,,,,29403860,88.649,,,,,,,,,,,,,,
Wallis et Futuna,Oceania,Oceania,East Asia & Pacific,1952,[1952],,,,1727.561757,,,,,,,,,,,,,,,,,7238,36.19,,,,,,,,,,,,,,
West Bank and Gaza Strip,Asia - Western,Asia,Middle East & North Africa,1952,[1952],7.39,,,1515.592329,,,,,,46.418,,,,,,,,,,,931889,154.799,,,,,,,,,,,,,,
Western Sahara,Africa - Northern,Africa,Middle East & North Africa,1952,[1952],6.334,,,,,,,,,35.331,,,,,,,,,,,17591,0.066,,,,,,,,,,,,,,
Yemen,Asia - Western,Asia,Middle East & North Africa,1952,[1952],,0.006783246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.33333333
Zambia,Africa - Eastern,Africa,Sub-Saharan Africa,1952,[1952],6.737,,,1147.388831,,,,,,41.863,,,,,,,,,,,2456377,3.264,,,,,,,,,,,,,,
Zimbabwe,Africa - Eastern,Africa,Sub-Saharan Africa,1952,[1952],6.781,,,406.8841148,,,,,,48.331,,,,,,,,,,,2918424,7.469,,,,,,,,,,,,,,
Afghanistan,Asia - Southern,Asia,South Asia,1956,[1956],7.671,0.020401088,-10,2511.200806,,,,,,29.511,,,,,,,,,,,8986449,13.781,,,,,,,,,,,,,,183.3333333
Albania,Europe - Southern,Europe,Europe & Central Asia,1956,[1956],6.398,0.590725077,-9,5475.907462,,,,,,57.947,,,,,,,,,,,1421417,49.444,,,,,,,,,,,,,,839.6666667
Algeria,Africa - Northern,Africa,Middle East & North Africa,1956,[1956],7.648,0.503945835,,8293.270886,,,148.2,,,44.345,,,,,,,,,,,9924347,4.167,,,,,,,,,,,,,,5001.333333
American Samoa,Oceania,Oceania,East Asia & Pacific,1956,[1956],,,,14644.54492,,,,,,,,,,,,,,,,,19640,98.693,,,,,,,,,,,,,,
Andorra,Europe - Southern,Europe,Europe & Central Asia,1956,[1956],,,,57610.15895,,,,,,,,,,,,,,,,,9964,21.291,,,,,,,,,,,,,,
Angola,Africa - Central,Africa,Sub-Saharan Africa,1956,[1956],7.142,0.108632742,,10647.10603,,,,,,31.396,,,,,,,,,,,4624143,3.709,,,,,,,,,,,,,,502.3333333
Anguilla,America - Central,Central and South America,America,1956,[1956],,,,12161.14124,,,,,,,,,,,,,,,,,5743,63.11,,,,,,,,,,,,,,
Antigua and Barbuda,America - Central,Central and South America,America,1956,[1956],4.528,,,8440.805856,,,,,,60.243,,,,,,,,,,,53061,120.048,,,,,,,,,,,,,,
Argentina,America - South,Central and South America,America,1956,[1956],3.136,2.300034416,-3,19890.1032,,,57,,,64.11,,,,,,,,,,,19276813,6.933,,,,,,,,,,,,,,44337.33333
Armenia,Asia - Western,Asia,Europe & Central Asia,1956,[1956],4.506,,-7,5076.045308,,,,,,64.285,,,,,,,,,,,1619242,54.337,,,,,,,,,,,,,,
Aruba,America - Central,Central and South America,America,1956,[1956],5.334,,,9028.40936,,,,,,63.424,,,,,,,,,,,45935,255.194,,,,,,,,,,,,,,
Australia,Oceania,Oceania,East Asia & Pacific,1956,[1956],3.33,7.759465556,10,32922.3851,,,22.1,,,70.05,,,,,,1.3099,1.75549,0.8584327,,,9419635,1.217,,,,,6.686439,,43,,,,24.63632,,,73091.33333
Austria,Europe - Western,Europe,Europe & Central Asia,1956,[1956],2.486,4.059629292,10,25045.34839,,,45.1,,,67.72,,,,,,1.57829,1.816526,1.404069,,,6954658,82.934,,,,,16.79345,,39.398,,,,20.89838,,,28233.33333
Azerbaijan,Asia - Western,Asia,Europe & Central Asia,1956,[1956],5.403,,-7,5229.074915,,,,,,59.394,,,,,,,,,,,3429548,39.602,,,,,,,,,,,,,,
Bahamas,America - Central,Central and South America,America,1956,[1956],4.248,1.516305728,,20055.89966,,,,,,61.434,,,,,,,,,,,91890,6.621,,,,,,,,,,,,,,139.3333333
Bahrain,Asia - Western,Asia,Middle East & North Africa,1956,[1956],6.95,7.60100483,,22616.61272,,,189.1,,,46.675,,,,,,,,,,,138929,200.186,,,,,,,,,,,,,,1056
Bangladesh,Asia - Southern,Asia,South Asia,1956,[1956],6.555,,,1375.721708,,,197.2,,,44.984,,,,,,,,,,,44644395,310.035,,,,,,,,,,,,,,
Barbados,America - Central,Central and South America,America,1956,[1956],4.327,0.562212049,,8730.798327,,,103.5,,,59.062,,,,,,,,,,,228265,530.849,,,,,,,,,,,,,,128.3333333
Belarus,Europe - Eastern,Europe,Europe & Central Asia,1956,[1956],2.716,,-7,5852.267174,,,,,,67.357,,,,,,,,,,,7865511,37.888,,,,,,,,,,,,,,
Belgium,Europe - Western,Europe,Europe & Central Asia,1956,[1956],2.454,10.85688262,10,19058.80719,,,37.4,,,68.87,,,,,,0.6680127,0.7098725,0.6383194,,,8922420,292.27,,,,,5.566011,,,,,,12.3326,,,96869.66667
Belize,America - Central,Central and South America,America,1956,[1956],6.58,0.356445589,,3624.531355,,,,,,57.829,,,,,,,,,,,82294,3.583,,,,,,,,,,,,,,29.33333333
Benin,Africa - Western,Africa,Sub-Saharan Africa,1956,[1956],6.05,,,1960.126952,,,198.9,,,35.424,,,,,,,,,,,2320433,20.604,,,,,,,,,,,,,,
Bermuda,America - North,North America,America,1956,[1956],,3.274915915,,42149.553,,,,,,,,,,,,,,,,,41426,781.623,,,,,,,,,,,,,,135.6666667
Bhutan,Asia - Southern,Asia,South Asia,1956,[1956],6.67,,-10,1452.094549,,,,,,30.823,,,,,,,,,,,203054,4.32,,,,,,,,,,,,,,
Bolivia,America - South,Central and South America,America,1956,[1956],6.765,0.360334562,-3,4498.372182,,,,,,41.447,,,,,,,,,,,3073070,2.797,,,,,,,,,,,,,,1107.333333
Bosnia and Herzegovina,Europe - Southern,Europe,Europe & Central Asia,1956,[1956],4.434,,-7,2341.515806,,,,,,57.2,,,,,,,,,,,2994194,58.484,,,,,,,,,,,,,,
Botswana,America - South,Africa,Sub-Saharan Africa,1956,[1956],6.553,,,1811.816667,,,130.5,,,49.09,,,,,,,,,,,479998,0.825,,,,,,,,,,,,,,
Brazil,America - South,Central and South America,America,1956,[1956],6.157,0.566014026,5,4753.002521,,,146.9,,,52.725,,,,,,,,,,,64748101,7.605,,,,,,,,,,,,,,36648.33333
British Virgin Islands,America - Central,Central and South America,America,1956,[1956],,,,4889.404857,,,,,,,,,,,,,,,,,7706,51.033,,,,,,,,,,,,,,
Brunei,Asia - South Eastern,Asia,East Asia & Pacific,1956,[1956],6.466,4.476397179,,78078.87084,,,,,,59.989,,,,,,,,,,,66348,11.509,,,,,,,,,,,,,,297
Bulgaria,Europe - Eastern,Europe,Europe & Central Asia,1956,[1956],2.346,1.714900783,-7,5494.755859,,,72,,,65.21,,,,,,,,,,,7568951,68.243,,,,,,,59.746,,,,,,,12980
Burkina Faso,Africa - Western,Africa,Sub-Saharan Africa,1956,[1956],6.205,,,1203.975764,,,169.1,,,32.591,,,,,,,,,,,4597951,16.781,,,,,,,,,,,,,,
Burundi,Africa - Eastern,Africa,Sub-Saharan Africa,1956,[1956],6.821,,,744.0092503,,,,,,40.081,,,,,,,,,,,2734574,98.246,,,,,,,,,,,,,,
Cambodia,Asia - South Eastern,Asia,East Asia & Pacific,1956,[1956],6.95,0.02669323,-9,1996.074324,,,,,,40.835,,,,,,,,,,,4945074,27.316,,,,,,,,,,,,,,132
Cameroon,Africa - Central,Africa,Sub-Saharan Africa,1956,[1956],5.485,0.047720171,,2568.778961,,,190.3,,,39.84,,,,,,,,,,,4994394,10.505,,,,,,,,,,,,,,238.3333333
Canada,America - North,North America,America,1956,[1956],3.841,11.74464621,10,25111.09893,,,31.5,,,70.04,,,,,,1.154186,1.3412520000000001,0.9687888,,,16174093,1.622,,,,,4.940927,,,,,,23.04197,,,189959
Cayman Islands,America - Central,Central and South America,America,1956,[1956],,0.522689475,,23145.80044,,,,,,,,,,,,,,,,,7015,26.572,,,,,,,,,,,,,,3.666666667
Central African Republic,America - Central,Central and South America,Sub-Saharan Africa,1956,[1956],5.692,,,2334.533301,,,,,,34.87,,,,,,,,,,,1417223,,,,,,,,,,,,,,,
Chad,Africa - Central,Africa,Sub-Saharan Africa,1956,[1956],6.169,,,2563.980837,,,,,,36.966,,,,,,,,,,,2724017,2.122,,,,,,,,,,,,,,
Channel Islands,Europe - Northern,Europe,Europe & Central Asia,1956,[1956],2.156,,,,,,,,,70.19,,,,,,,,,,,106226,544.749,,,,,,,,,,,,,,
Chile,America - South,Central and South America,America,1956,[1956],5.408,1.708628327,5,8009.044116,,,121.1,,,55.715,,,,,,5.110062,9.566343,0.9437963,,,6931486,9.161,,,,,12.19974,,,,,,6.890125,,,11843.33333
China,Asia - Eastern,Asia,East Asia & Pacific,1956,[1956],5.605,0.350204598,-8,1430.987025,,,,,,50.44528,,,,,,,,,,,618226224,64.419,,,,,,,78,,,,,,,216505.6667
Colombia,America - South,Central and South America,America,1956,[1956],6.767,0.886408133,-5,4642.0365,,,104,,,54.041,,,,,,51.42246,95.35612,9.131545,,,14229713,12.494,,,,,1.391699,,,,,,9.29331,,,12613.33333
Comoros,Africa - Eastern,Africa,Sub-Saharan Africa,1956,[1956],6.46,,,2386.226286,,,,,,41.91,,,,,,,,,,,178791,96.073,,,,,,,,,,,,,,
Cook Islands,Oceania,Oceania,East Asia & Pacific,1956,[1956],,,,,,,99.9,,,,,,,,,,,,,,,70.932,,,,,,,,,,,,,,
Costa Rica,America - Central,Central and South America,America,1956,[1956],7.047,0.414778809,10,5719.750225,,,99.91,,,59.28,,,,,,,,,,,1166887,22.835,,,,,,,,,,,,,,484
Cote d'Ivoire,Africa - Western,Africa,Sub-Saharan Africa,1956,[1956],7.042,,,2956.013649,,,235.1,,,34.134,,,,,,,,,,,3172308,9.838,,,,,,,,,,,,,,
Croatia,Europe - Southern,Europe,Europe & Central Asia,1956,[1956],2.498,,-7,7502.303621,,,,,,62.97,,,,,,,,,,,3984346,70.472,,,,,,,,,,,,,,
Cuba,America - Central,Central and South America,America,1956,[1956],3.665,0.879925237,-9,10858.47901,,,34,,,61.457,,,,,,,,,,,6646398,59.953,,,,,,,,,,,,,,5848.333333
Cyprus,Asia - Western,Asia,Europe & Central Asia,1956,[1956],3.546,1.250318139,,7365.209227,,,,,,68.18,,,,,,,,,,,539596,58.328,,,,,,,,,,,,,,674.6666667
Czech Republic,Europe - Eastern,Europe,Europe & Central Asia,1956,[1956],2.446,,-7,15711.16251,,,,,,69.37,,,,,,,,,,,9317119,,,,,,,,48.188,,,,,,,
Denmark,Europe - Northern,Europe,Europe & Central Asia,1956,[1956],2.59,5.909778579,10,19430.24665,,,24,,,72.05,,,,,,0.9908164,0.7761117,1.199798,,,4466552,103.647,,,,,13.48075,,42.2,,,,14.08508,,,26396.33333
Djibouti,Africa - Eastern,Africa,Middle East & North Africa,1956,[1956],6.354,0.406261974,,5673.685422,,,,,,42.331,,,,,,,,,,,72203,3.112,,,,,,,,,,,,,,29.33333333
Dominica,America - Central,Central and South America,America,1956,[1956],,0.066012542,,4694.300896,,,,,,,,,,,,,,,,,55545,73.961,,,,,,,,,,,,,,3.666666667
Dominican Republic,America - Central,Central and South America,America,1956,[1956],7.676,,-9,3003.30513,,,,,,48.751,,,,,,,,,,,2890455,,,,,,,,,,,,,,,
East Germany,Europe - Eastern,Europe,Europe & Central Asia,1956,[1956],,13.57115332,-8,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244075.3333
Ecuador,America - South,Central and South America,America,1956,[1956],6.723,0.32712386,2,7435.660243,,,132.4,,,50.467,,,,,,,,,,,3967916,13.993,,,,,,,,,,,,,,1298
Egypt,Africa - Northern,Africa,Middle East & North Africa,1956,[1956],6.661,0.396834445,-7,2853.14296,,,225.8,,,45.096,,,,,,,,,,,25086028,25.05,,,,,,,,,,,,,,9955
El Salvador,America - Central,Central and South America,America,1956,[1956],6.531,0.212063182,-5,6693.187904,,,133.9,,,48.108,,,,,,,,,,,2489824,118.332,,,,,,,,,,,,,,528
Equatorial Guinea,Africa - Central,Africa,Sub-Saharan Africa,1956,[1956],5.495,0.152888622,,836.6870739,,,,,,35.536,,,,,,,,,,,239826,8.55,,,,,,,,,,,,,,36.66666667
Eritrea,Africa - Eastern,Africa,Middle East & North Africa,1956,[1956],6.984,,,706.286072,,,,,,36.527,,,,,,,,,,,1292970,10.995,,,,,,,,,,,,,,
Eritrea and Ethiopia,Africa - Eastern,Africa,Middle East & North Africa,1956,[1956],,,,,,,,,,,,,,,,,,,,,23915607,,,,,,,,,,,,,,,
Estonia,Europe - Northern,Europe,Europe & Central Asia,1956,[1956],2.007,,-7,9785.792263,,,,,,67.039,,,,,,,,,,,1170514,25.954,,,,,,,,,,,,,,
Ethiopia,Africa - Eastern,Africa,Sub-Saharan Africa,1956,[1956],6.948,0.01168739,-9,777.5838758,,,,,,35.807,,,,,,,,,,,20706078,18.75,,,,,,,,,,,,,,242
Faeroe Islands,Europe - Northern,Europe,Europe & Central Asia,1956,[1956],,3.519200802,,,,,,,,,,,,,,,,,,,32299,23.087,,,,,,,,,,,,,,113.6666667
Falkland Islands (Malvinas),Europe - Northern,Europe,America,1956,[1956],,142.2485927,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,311.6666667
Fiji,Oceania,Oceania,East Asia & Pacific,1956,[1956],6.871,0.562092411,,3689.953806,,,64.8,,,54.018,,,,,,,,,,,345732,18.919,,,,,,,,,,,,,,194.3333333
